GEOID,Type,Year,State,Cnty,CensusLvl,HH,HHAggInc,HHMeanInc,HHL50K,HH50100K,HHM100K,F,FAggInc,FMeanInc,FIncL50K,FInc50100K,FIncM100K,NF,NFAggInc,NFMeanInc,NFIncL50K,NFInc50100K,NFIncM100K,WHHAggInc,BHHAggInc,HSHHAggInc,HHAggEarn,HHAggNotEarn,HHRent,HHMedRent,OO,OOMedP,HVAgg,HVMean,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID
120570101032,ACS,2016,Florida,Hillsborough County,Block Group,447,41850500,93625,119,231,97,336,35256200,104929,40,214,82,111,5547400,49977,79,17,15,41850500,0,4399700,28370800,13665000,91,16.3,356,17.3,79282000,222702,Block Group 2,24282897,209244,28.0952784,-82.1726026,3453
120570101051,ACS,2016,Florida,Hillsborough County,Block Group,509,38593900,75823,245,145,119,364,26108700,71727,168,119,77,145,11989900,82689,86,17,42,37795500,0,0,32708700,7274400,106,37.5,403,14.9,76028400,188656,Block Group 1,10377258,118331,28.0601596,-82.2289927,3454
120570101052,ACS,2016,Florida,Hillsborough County,Block Group,394,23697200,60145,155,172,67,311,17864100,57441,132,137,42,83,5188000,62506,43,15,25,21559800,0,2833400,18273800,5688700,77,43.4,317,18.7,49862000,157293,Block Group 2,7082418,115505,28.0609203,-82.2004704,3455
120570101053,ACS,2016,Florida,Hillsborough County,Block Group,584,48355300,82800,300,127,157,478,38614700,80784,240,96,142,106,9095500,85807,74,17,15,42163200,2236400,6751900,39731600,8623700,147,37.4,437,17.6,91145000,208570,Block Group 3,10616492,116627,28.0347093,-82.2090257,3456
120570101061,ACS,2016,Florida,Hillsborough County,Block Group,301,25348900,84216,119,103,79,214,20800600,97199,60,75,79,87,4516900,51918,59,28,0,24517100,0,0,20091100,5609300,72,27,229,16.4,42644000,186218,Block Group 1,5827900,80289,28.0631843,-82.1894857,3515
120570101062,ACS,2016,Florida,Hillsborough County,Block Group,663,42072500,63458,328,199,136,470,33265400,70777,194,150,126,193,8718500,45174,134,49,10,41622000,0,1944200,29750200,13442400,183,27.1,480,16.9,77325000,161094,Block Group 2,12889506,193972,28.0665773,-82.1448141,3516
120570101063,ACS,2016,Florida,Hillsborough County,Block Group,173,16364000,94590,55,40,78,162,14906900,92018,84,0,78,11,0,0,11,0,0,13801800,0,0,14454500,1909500,5,0,168,13.3,30630000,182321,Block Group 3,3249159,41414,28.0313488,-82.1696699,3517
120570101064,ACS,2016,Florida,Hillsborough County,Block Group,618,42314500,68470,211,266,141,584,40790400,69847,188,255,141,34,1460100,42944,23,11,0,42146200,0,8366200,34447500,7803000,204,17.3,414,16.2,65255000,157621,Block Group 4,8364661,167097,28.0348019,-82.1479919,3518
120570101071,ACS,2016,Florida,Hillsborough County,Block Group,624,31374400,50279,397,151,76,449,25077300,55851,260,123,66,175,6295300,35973,137,28,10,27420900,0,2027900,22254000,9101800,143,51,481,17.4,69165000,143794,Block Group 1,11047153,271822,28.0591353,-82.1108929,3519
120570101072,ACS,2016,Florida,Hillsborough County,Block Group,767,30551100,39832,586,131,50,431,21170400,49119,283,107,41,336,9157000,27253,303,24,9,29671600,0,1165100,8351200,22598100,44,18.8,723,19.5,20622400,28523,Block Group 2,1043680,160624,28.0520907,-82.1218958,3457
120570101073,ACS,2016,Florida,Hillsborough County,Block Group,241,12577200,52188,119,85,37,206,11941000,57966,93,76,37,35,636200,18177,26,9,0,12060100,0,0,10803000,1508000,68,20,173,20.4,19675000,113728,Block Group 3,3072128,90038,28.043533,-82.1120246,3458
120570101081,ACS,2016,Florida,Hillsborough County,Block Group,408,22696600,55629,205,146,57,303,20456000,67512,108,138,57,105,2240600,21339,97,8,0,20996400,1477400,0,9704400,13369000,22,0,386,13.9,44244100,114622,Block Group 1,89332421,1624434,28.1124297,-82.0899023,3459
120570101082,ACS,2016,Florida,Hillsborough County,Block Group,399,31434100,78782,193,131,75,274,25152600,91798,120,95,59,125,5918000,47344,73,36,16,30891300,0,0,26388100,7274200,124,28.6,275,13.7,64652500,235100,Block Group 2,18544527,722168,28.0525537,-82.0831364,3521
120570102031,ACS,2016,Florida,Hillsborough County,Block Group,392,13034700,33252,319,48,25,255,8074800,31666,216,31,8,137,2696300,19681,133,4,0,7835900,4690500,1368300,11029800,2004900,291,35.3,101,19.9,8768000,86812,Block Group 1,2853667,137661,28.0498501,-82.3442554,3525
120570102032,ACS,2016,Florida,Hillsborough County,Block Group,346,12080000,34913,255,88,3,185,7846500,42414,118,64,3,161,3947700,24520,143,18,0,9631300,1826200,1043400,8426800,4036100,79,51,267,18,20646700,77328,Block Group 2,1399840,6952,28.0497447,-82.3312443,3520
120570102041,ACS,2016,Florida,Hillsborough County,Block Group,965,61066100,63281,431,351,183,659,48245500,73210,236,255,168,306,12193200,39847,195,111,0,45836800,12263000,7838700,52681200,8997000,313,34.1,652,16,65084000,99822,Block Group 1,3192252,188080,28.0451998,-82.3628605,3460
120570102042,ACS,2016,Florida,Hillsborough County,Block Group,852,48386800,56792,453,299,100,608,37979500,62466,287,231,90,244,9267800,37983,192,42,10,32412100,13461100,8777200,40055200,8318500,437,27.5,415,20.8,55824800,134518,Block Group 2,1277829,2790,28.0407573,-82.3543166,3526
120570102051,ACS,2016,Florida,Hillsborough County,Block Group,1643,207627200,126371,308,346,989,1346,174685600,129781,269,229,848,297,31379800,105656,53,103,141,104432200,46862700,26587200,189878800,22416800,333,28.5,1310,17.6,347561000,265314,Block Group 1,5024027,53139,28.1605156,-82.3408412,3522
120570102052,ACS,2016,Florida,Hillsborough County,Block Group,320,24818700,77558,72,202,46,202,18183000,90015,39,117,46,118,6635600,56234,33,85,0,21258600,2276000,0,15040400,9359300,13,0,307,22.6,59120600,192575,Block Group 2,988874,79915,28.1519641,-82.3449239,3523
120570102053,ACS,2016,Florida,Hillsborough County,Block Group,369,26174300,70933,147,158,64,332,21704900,65376,147,146,39,37,4469400,120795,0,12,25,22782700,0,4271800,20350700,5517400,74,0,295,27.8,0,167200,Block Group 3,332730,9516,28.1541085,-82.3377437,3527
120570102054,ACS,2016,Florida,Hillsborough County,Block Group,395,19967500,50551,185,151,59,177,7478300,42250,104,54,19,218,12489200,57290,81,97,40,18760700,0,3736200,13582100,4911200,193,24.9,202,19,26993000,133629,Block Group 4,284868,45959,28.1488234,-82.3528203,3461
120570102055,ACS,2016,Florida,Hillsborough County,Block Group,379,39679500,104695,93,139,147,334,38377300,114902,48,139,147,45,1302200,28938,45,0,0,33623100,0,13211200,33852700,10736000,47,0,332,22.4,0,220100,Block Group 5,716559,42233,28.145245,-82.3445315,3528
120570102091,ACS,2016,Florida,Hillsborough County,Block Group,627,62037000,98943,148,260,219,421,46354800,110106,64,179,178,206,14482900,70305,84,81,41,49596500,3000600,7290500,53712200,8324900,143,28,484,25,124988100,258240,Block Group 1,1971606,77743,28.1476037,-82.3303316,3462
120570102092,ACS,2016,Florida,Hillsborough County,Block Group,1576,150363900,95409,359,660,557,1182,124555700,105377,185,496,501,394,25808100,65503,174,164,56,93610000,26751800,14578000,134103400,20237000,378,21.1,1198,25,274776500,229363,Block Group 2,9852629,114762,28.1641596,-82.3007581,3463
120570102093,ACS,2016,Florida,Hillsborough County,Block Group,596,96777600,162379,0,185,411,586,95110800,162305,0,189,397,10,0,0,0,10,0,56820500,14358400,10529700,94094700,6492900,54,23.2,542,17.2,0,206800,Block Group 3,3786395,82060,28.1615757,-82.2770932,3464
120570102094,ACS,2016,Florida,Hillsborough County,Block Group,178,26096200,146608,42,23,113,155,24595600,158681,42,0,113,23,0,0,0,23,0,25182500,0,0,20808200,3524200,21,0,157,13.6,48910000,311529,Block Group 4,840834,45249,28.1475716,-82.3032288,3465
120570102095,ACS,2016,Florida,Hillsborough County,Block Group,738,39277200,53221,462,186,90,457,25803700,56463,302,65,90,281,12343400,43927,160,121,0,24101400,6750600,8415200,35881500,3522400,702,31.4,36,22,0,0,Block Group 5,563842,39423,28.1464125,-82.320025,3466
120570102101,ACS,2016,Florida,Hillsborough County,Block Group,1004,56815300,56589,593,245,166,637,32487700,51001,368,161,108,367,24209900,65967,225,84,58,30159300,11717400,11065200,51425100,8456300,839,33.4,165,14.5,149725000,907424,Block Group 1,2133173,30171,28.1403797,-82.2973756,3529
120570102102,ACS,2016,Florida,Hillsborough County,Block Group,523,89191800,170539,39,149,335,438,81015100,184966,18,117,303,85,8176700,96196,21,32,32,38351800,8995500,0,68691000,25089200,102,20.4,421,25,197420000,468931,Block Group 2,1187708,404220,28.1358774,-82.3062234,3531
120570102111,ACS,2016,Florida,Hillsborough County,Block Group,281,46140500,164201,154,50,77,150,40277200,268515,58,25,67,131,5863300,44758,96,25,10,37177600,1412200,0,41973700,5954700,191,34.6,90,22.5,0,664800,Block Group 1,1431004,143516,28.136937,-82.3491861,3524
120570102112,ACS,2016,Florida,Hillsborough County,Block Group,404,80658500,199650,20,83,301,374,78919400,211014,10,63,301,30,1739100,57970,10,20,0,79779100,0,9000200,71600000,11081900,41,0,363,16.5,128660000,354435,Block Group 2,1198929,73460,28.1363175,-82.340223,3533
120570102113,ACS,2016,Florida,Hillsborough County,Block Group,798,77409300,97004,394,166,238,562,67571300,120234,233,97,232,236,8920300,37798,167,69,0,68127900,4585700,8397000,68434300,13327600,378,46.5,420,23,125984000,299962,Block Group 3,2511659,191159,28.1269518,-82.3540928,3534
120570102114,ACS,2016,Florida,Hillsborough County,Block Group,556,53639800,96474,177,112,267,463,44017100,95069,141,106,216,93,9436000,101462,36,13,44,34803000,1391500,7044200,41772100,11271200,66,14.9,490,19.6,101510000,207163,Block Group 4,460928,50044,28.1295954,-82.3380232,3467
120570102121,ACS,2016,Florida,Hillsborough County,Block Group,886,87074200,98278,267,223,396,606,69297600,114352,137,147,322,280,16303700,58228,149,65,66,68654100,12368500,17255000,76484100,13111000,280,30.4,606,21.2,137484000,226871,Block Group 1,1621535,259859,28.1353279,-82.328545,3468
120570102122,ACS,2016,Florida,Hillsborough County,Block Group,917,135768800,148058,153,180,584,864,132065200,152853,119,180,565,53,3703600,69879,34,0,19,97039100,4599800,24952800,116609600,28038500,121,20.8,796,21.3,273406000,343475,Block Group 2,2043543,151291,28.1344844,-82.3111242,3532
120570102131,ACS,2016,Florida,Hillsborough County,Block Group,730,44756300,61310,393,187,150,461,33289700,72212,195,136,130,269,10842900,40308,206,52,11,33412100,10758200,1262300,33779900,13451800,238,29.6,492,17.2,63169700,128394,Block Group 1,19829783,411661,28.0763898,-82.3284803,3512
120570102141,ACS,2016,Florida,Hillsborough County,Block Group,98,4224700,43109,66,20,12,40,2831200,70780,8,20,12,58,1393500,24026,58,0,0,3987500,0,0,1806900,2039600,4,0,94,21.9,15421000,164053,Block Group 1,17266246,57250,28.1542268,-82.2482503,3469
120570103031,ACS,2016,Florida,Hillsborough County,Block Group,542,22204300,40967,392,118,32,341,15845700,46468,237,82,22,201,6207800,30885,155,36,10,21755500,0,0,11003600,11747100,248,42.1,294,19.9,10373800,35285,Block Group 1,3291365,50195,28.066273,-82.295552,3513
120570103032,ACS,2016,Florida,Hillsborough County,Block Group,461,16258900,35269,369,80,12,331,12386200,37421,249,70,12,130,3741800,28783,120,10,0,16258900,0,0,8611500,7647300,145,33.6,316,19.2,17309000,54775,Block Group 2,972066,1429,28.0543708,-82.2936794,3470
120570103033,ACS,2016,Florida,Hillsborough County,Block Group,228,10754300,47168,136,92,0,156,7141300,45778,110,46,0,72,2170800,30150,63,9,0,9315800,0,0,8549700,2009800,122,22.5,106,18.9,4143000,39085,Block Group 3,918921,9431,28.0535576,-82.3096132,3471
120570103041,ACS,2016,Florida,Hillsborough County,Block Group,666,76053400,114194,158,309,199,518,71271400,137590,45,274,199,148,4782000,32311,113,35,0,70582600,0,8362900,55856600,22149300,137,24.2,529,18.2,233241000,440909,Block Group 1,12339013,313676,28.0305776,-82.2559735,3472
120570103042,ACS,2016,Florida,Hillsborough County,Block Group,217,12721500,58624,137,48,32,171,11320300,66201,91,48,32,46,1398600,30404,46,0,0,11082500,1298000,990600,10822000,3848700,45,51,172,35.7,42140000,245000,Block Group 2,11197408,4953,28.0297636,-82.2969621,3535
120570103043,ACS,2016,Florida,Hillsborough County,Block Group,491,36247800,73824,264,138,89,259,28637600,110570,72,107,80,232,7079200,30514,192,40,0,31404300,0,0,25840600,11355500,143,25.3,348,18.2,132312000,380207,Block Group 3,13165393,3988714,28.0727169,-82.2660606,3538
120570103051,ACS,2016,Florida,Hillsborough County,Block Group,323,21670700,67092,172,79,72,258,19105700,74053,115,94,49,65,2056400,31637,57,8,0,8843700,12827000,0,15727600,6279100,91,37.5,232,24.3,49602000,213802,Block Group 1,4481178,14168,28.0444504,-82.3104859,3539
120570103052,ACS,2016,Florida,Hillsborough County,Block Group,598,52365700,87568,265,186,147,495,45902200,92732,210,143,142,103,4338200,42118,98,0,5,29702500,12647400,12820800,44717400,11293500,131,33.6,467,16.7,107694500,230609,Block Group 2,11194079,471618,28.0213229,-82.3164484,3473
120570103053,ACS,2016,Florida,Hillsborough County,Block Group,259,9458900,36521,203,41,15,175,8005500,45746,119,41,15,84,1306300,15551,84,0,0,9458900,0,0,7191700,1420900,113,51,146,18.3,16256000,111342,Block Group 3,6967866,663852,28.0120853,-82.3388523,3541
120570104011,ACS,2016,Florida,Hillsborough County,Block Group,610,35082800,57513,294,258,58,252,18609800,73848,94,113,45,358,15512100,43330,200,158,0,19908900,13407200,1460100,32398100,1167100,536,24.8,74,10,0,213900,Block Group 1,594420,122735,28.02403,-82.3787742,3474
120570104012,ACS,2016,Florida,Hillsborough County,Block Group,1088,48923600,44967,763,222,103,554,32824000,59249,343,108,103,534,15955300,29879,420,114,0,41545000,7199600,4875300,38965800,10235400,511,41.9,577,19.8,59328000,102821,Block Group 2,941648,1434,28.0257248,-82.3734456,3536
120570104013,ACS,2016,Florida,Hillsborough County,Block Group,535,33553100,62716,173,329,33,339,23615600,69663,72,250,17,196,9937500,50702,101,79,16,18699800,11728400,4589300,28980100,3494700,149,21.8,386,20.8,49850100,129145,Block Group 3,946539,7909,28.0298882,-82.3611756,3537
120570104021,ACS,2016,Florida,Hillsborough County,Block Group,570,20873300,36620,458,99,13,255,10968200,43013,210,32,13,315,9663400,30677,256,59,0,10666500,5534500,6963600,16135800,4718600,494,34.2,76,40.6,0,148400,Block Group 1,407666,335482,28.0166512,-82.3911685,3475
120570104022,ACS,2016,Florida,Hillsborough County,Block Group,183,4436400,24243,158,25,0,79,1770100,22406,71,8,0,104,2666300,25638,87,17,0,1455600,2223500,2326100,3190400,783400,183,51,0,0,0,0,Block Group 2,101190,0,28.0123776,-82.3920487,3476
120570104023,ACS,2016,Florida,Hillsborough County,Block Group,926,42146100,45514,627,221,78,538,26076300,48469,356,110,72,388,14336300,36949,300,82,6,20144100,20388700,5441500,36215200,8320300,470,32.6,456,18.7,47909000,105064,Block Group 3,7202533,179489,28.0032908,-82.3777619,3477
120570104024,ACS,2016,Florida,Hillsborough County,Block Group,477,31901500,66879,118,330,29,353,24512000,69439,85,239,29,124,6705200,54074,45,79,0,17447900,12055100,8933400,26963700,5801600,105,23.1,372,23.7,0,111700,Block Group 4,2644958,143226,28.0221885,-82.3579134,3478
120570105011,ACS,2016,Florida,Hillsborough County,Block Group,500,16101500,32203,366,134,0,269,10027400,37277,165,104,0,231,6068000,26268,201,30,0,3506300,11699500,2128600,15011700,301400,331,45.4,169,23,15250000,90237,Block Group 1,211982,0,28.0197957,-82.4046044,3479
120570105012,ACS,2016,Florida,Hillsborough County,Block Group,1068,52486700,49145,662,297,109,765,41808600,54652,413,243,109,303,10678100,35241,249,54,0,9416800,39934500,5418500,45590800,8572100,330,48.9,738,19.5,67162000,91005,Block Group 2,775011,61305,28.0146753,-82.4080803,3542
120570105013,ACS,2016,Florida,Hillsborough County,Block Group,500,13837600,27675,401,99,0,234,6863800,29332,208,26,0,266,6885600,25886,193,73,0,0,11719400,0,7623700,5796100,334,39.6,166,29.2,23470000,141386,Block Group 3,944867,61917,28.0087822,-82.4081703,3480
