GEOID,Type,Year,State,Cnty,CensusLvl,HH,HHAggInc,HHMeanInc,HHL50K,HH50100K,HHM100K,F,FAggInc,FMeanInc,FIncL50K,FInc50100K,FIncM100K,NF,NFAggInc,NFMeanInc,NFIncL50K,NFInc50100K,NFIncM100K,WHHAggInc,BHHAggInc,HSHHAggInc,HHAggEarn,HHAggNotEarn,HHRent,HHMedRent,OO,OOMedP,HVAgg,HVMean,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID
120570001011,ACS,2016,Florida,Hillsborough County,Block Group,1133,46332600,40894,733,325,75,348,23884800,68634,124,162,62,785,21534700,27433,609,163,13,25236900,19233300,2756100,39585500,6382600,1037,36.8,96,16.3,0,135000,Block Group 1,2852080,47559,28.0484773,-82.4131381,3183
120570001012,ACS,2016,Florida,Hillsborough County,Block Group,476,25495400,53562,308,91,77,292,18182900,62270,160,78,54,184,6863400,37301,148,13,23,16643300,2724500,3631500,22644000,3870200,217,51,259,16.7,36601300,141318,Block Group 2,483656,0,28.0453841,-82.4037667,3186
120570001021,ACS,2016,Florida,Hillsborough County,Block Group,486,15912300,32741,414,17,55,270,12908900,47811,198,17,55,216,3003400,13905,216,0,0,12158400,3753900,0,14413100,1150100,360,51,126,18.4,0,95900,Block Group 1,1909022,39968,28.0380322,-82.4212231,3193
120570001022,ACS,2016,Florida,Hillsborough County,Block Group,519,22762700,43859,389,54,76,351,14673700,41805,255,54,42,168,5701100,33935,168,0,0,14275000,5609400,6861800,16929800,5008500,252,51,267,24.6,33651000,126034,Block Group 2,487440,0,28.0397245,-82.4073213,3184
120570001023,ACS,2016,Florida,Hillsborough County,Block Group,449,12208300,27190,370,63,16,154,8916200,57897,75,63,16,295,3292100,11160,295,0,0,7218900,3411900,2984400,6829000,5370000,307,47.1,142,17.9,14314000,100803,Block Group 3,425480,17051,28.0416111,-82.4014576,3194
120570001024,ACS,2016,Florida,Hillsborough County,Block Group,854,20076300,23509,810,44,0,360,10963900,30455,329,31,0,494,8812200,17838,481,13,0,14143700,5391200,8129400,15891100,4133700,827,43.7,27,0,0,0,Block Group 4,540616,0,28.0350195,-82.4022903,3196
120570002011,ACS,2016,Florida,Hillsborough County,Block Group,828,14957100,18064,768,60,0,263,5872400,22329,230,33,0,565,8765300,15514,538,27,0,4769800,7711800,4054200,10005200,4836600,769,34.4,59,32.1,0,71600,Block Group 1,657400,6988,28.0515195,-82.4466455,3197
120570002012,ACS,2016,Florida,Hillsborough County,Block Group,386,12811300,33190,338,41,7,194,6763300,34862,146,41,7,192,4647700,24207,192,0,0,6117300,6694000,0,8592100,3917600,279,31.2,107,22.4,11951000,111692,Block Group 2,331263,0,28.0454091,-82.4469975,3039
120570002021,ACS,2016,Florida,Hillsborough County,Block Group,485,19954800,41144,349,136,0,324,14090500,43489,235,89,0,161,5776900,35881,114,47,0,9910400,8553800,7035200,14606800,6813300,172,44,313,24.4,29436300,94046,Block Group 1,981232,3986,28.0486173,-82.4385085,3198
120570002022,ACS,2016,Florida,Hillsborough County,Block Group,772,25321700,32800,598,154,20,487,16920800,34745,359,108,20,285,7367600,25851,257,28,0,10262300,12673300,5245000,19017100,6794500,554,37,218,19.2,13726000,62963,Block Group 2,657951,6969,28.0508571,-82.4294322,3185
120570002023,ACS,2016,Florida,Hillsborough County,Block Group,607,19777200,32582,500,83,24,318,14179100,44588,219,75,24,289,5504500,19047,281,8,0,6604800,8957000,4351100,14512400,5175800,444,45.3,163,23,12610000,77362,Block Group 3,311721,22615,28.0453798,-82.4300993,3040
120570003001,ACS,2016,Florida,Hillsborough County,Block Group,580,12877500,22203,554,26,0,322,6033000,18736,307,15,0,258,6284100,24357,247,11,0,5140700,7111500,2742300,9959300,2475100,509,51,71,32.2,3975000,55986,Block Group 1,457713,0,28.0410548,-82.4470075,3195
120570003002,ACS,2016,Florida,Hillsborough County,Block Group,331,16648400,50297,154,142,35,200,12139800,60699,38,127,35,131,3872100,29558,116,15,0,10196900,6259700,2785300,11736400,3335200,135,31.9,196,17.4,11451000,58423,Block Group 2,444493,6693,28.0407252,-82.4393158,3041
120570003003,ACS,2016,Florida,Hillsborough County,Block Group,323,14357200,44450,199,124,0,217,11582000,53373,104,113,0,106,2775200,26181,95,11,0,13644700,0,9288000,11264800,2843300,34,28.7,289,17.1,21061000,72875,Block Group 3,456499,10329,28.0408066,-82.4309202,3187
120570003004,ACS,2016,Florida,Hillsborough County,Block Group,572,19523100,34131,392,180,0,301,11006300,36566,248,53,0,271,8507100,31392,144,127,0,2438100,15323300,3943500,13833100,5680200,459,27.5,113,35.3,0,94100,Block Group 4,510854,0,28.0354591,-82.447084,3201
120570003005,ACS,2016,Florida,Hillsborough County,Block Group,238,9869700,41469,169,46,23,149,7260500,48728,80,46,23,89,2609300,29318,89,0,0,7491000,2101600,1585500,6137300,2214800,83,42.7,155,12.8,11233000,72471,Block Group 5,397971,0,28.0354739,-82.4398328,3188
120570003006,ACS,2016,Florida,Hillsborough County,Block Group,405,14635600,36137,330,75,0,302,11433900,37861,252,50,0,103,2689500,26112,103,0,0,9253400,4670900,5574800,9221700,3463500,144,24.5,261,32.3,17620000,67510,Block Group 6,691097,4086,28.0342726,-82.4326514,3207
120570004011,ACS,2016,Florida,Hillsborough County,Block Group,297,15754100,53044,186,80,31,227,11866000,52273,150,59,18,70,3058200,43689,48,15,7,13132800,1447200,3850100,13215800,2936600,132,33.9,165,22.9,20597900,124836,Block Group 1,880074,24088,28.0515226,-82.4614512,3210
120570004012,ACS,2016,Florida,Hillsborough County,Block Group,316,10293200,32573,230,77,9,192,4799000,24995,147,45,0,124,4771200,38477,92,23,9,6492500,2011600,5375300,7759000,2534100,174,51,142,27.4,10643300,74953,Block Group 2,495876,0,28.0491301,-82.453249,3189
120570004013,ACS,2016,Florida,Hillsborough County,Block Group,288,19567600,67943,134,88,66,147,12698500,86384,57,38,52,141,6869100,48717,77,50,14,15010100,0,1644200,15915600,4928100,31,0,257,20.9,31976000,124420,Block Group 3,573716,4565,28.046393,-82.4635863,3190
120570004021,ACS,2016,Florida,Hillsborough County,Block Group,634,26592500,41944,446,157,31,382,18167700,47559,229,129,24,252,8196400,32525,224,21,7,21863600,1375100,9212400,17335100,9717600,207,32,427,16.1,42886000,100436,Block Group 1,981899,0,28.0382074,-82.4635993,3191
120570004022,ACS,2016,Florida,Hillsborough County,Block Group,311,5329400,17136,293,18,0,150,2360300,15735,150,0,0,161,2969100,18442,143,18,0,4039300,0,2919800,3553400,1843100,211,48.6,100,20.2,0,0,Block Group 2,515281,0,28.0380701,-82.4572789,3192
120570004023,ACS,2016,Florida,Hillsborough County,Block Group,195,5732500,29397,182,6,7,112,3757900,33553,99,6,7,83,1974600,23790,83,0,0,1565100,3192900,0,4890600,752000,97,42.2,98,40,7424500,75760,Block Group 3,464258,0,28.0382554,-82.4531783,3211
120570005001,ACS,2016,Florida,Hillsborough County,Block Group,348,25852600,74289,133,105,110,257,22343300,86939,69,90,98,91,3303500,36302,71,8,12,24352900,0,2008300,21864900,3987700,12,0,336,17.5,44217500,131600,Block Group 1,762109,9599,28.05101,-82.4735985,3212
120570005002,ACS,2016,Florida,Hillsborough County,Block Group,339,20577900,60702,173,110,56,175,14449200,82567,69,53,53,164,5960600,36345,104,60,0,20577900,0,2367400,16627400,3422300,72,42.4,267,14.8,30373500,113758,Block Group 2,771224,26450,28.0434003,-82.4730957,3213
120570005003,ACS,2016,Florida,Hillsborough County,Block Group,432,17998600,41663,253,167,12,265,12485900,47117,138,115,12,167,5512600,33010,115,52,0,17251900,0,3454700,13323900,4988900,151,51,281,21.2,29073000,103463,Block Group 3,645076,14556,28.035635,-82.4724278,3214
120570005004,ACS,2016,Florida,Hillsborough County,Block Group,453,28349800,62582,216,126,111,345,22512700,65254,150,84,111,108,5174400,47911,66,42,0,25598700,0,7438900,24355300,4754500,94,33.6,359,15.1,44726000,124585,Block Group 4,732022,3892,28.0382205,-82.4774699,3216
120570006011,ACS,2016,Florida,Hillsborough County,Block Group,522,19110000,36609,419,87,16,341,12103400,35494,289,52,0,181,6042300,33383,130,35,16,13209700,2278500,10558100,16391700,2718200,460,32.1,62,28.1,0,81600,Block Group 1,273050,0,28.0308669,-82.4812289,3223
120570006012,ACS,2016,Florida,Hillsborough County,Block Group,611,37219000,60915,304,222,85,435,27687100,63649,211,149,75,176,6524200,37069,118,58,0,29831700,6464800,9239700,32591100,6536000,208,35.2,403,25.2,40223500,99810,Block Group 2,842352,3146,28.0290293,-82.4725836,3042
120570006013,ACS,2016,Florida,Hillsborough County,Block Group,784,26228000,33454,631,148,5,377,12466000,33066,307,65,5,407,12787900,31420,347,60,0,20074100,4742100,16833500,25465900,358200,725,34.6,59,18.2,6120000,103729,Block Group 3,221767,13726,28.0272143,-82.4808368,3224
120570006021,ACS,2016,Florida,Hillsborough County,Block Group,611,35795400,58585,377,174,60,366,19586300,53514,215,123,28,245,15337100,62600,169,52,24,28673900,4041000,16410000,30807800,13295800,297,26.9,314,21.4,31802000,101280,Block Group 1,593186,0,28.0290827,-82.4641177,3043
120570006022,ACS,2016,Florida,Hillsborough County,Block Group,340,11068300,32554,259,77,4,187,7737900,41379,129,54,4,153,3138600,20514,142,11,0,7709300,2466800,3780100,8231300,2990600,180,39.1,160,18.8,11884000,74275,Block Group 2,745345,0,28.0289732,-82.4558498,3215
120570007001,ACS,2016,Florida,Hillsborough County,Block Group,655,16892300,25790,563,92,0,419,11390600,27185,339,80,0,236,4792700,20308,224,12,0,3619300,11830900,2287400,12683500,3794300,436,47.3,219,19.4,32307000,147521,Block Group 1,755084,0,28.029168,-82.4450679,3226
120570007002,ACS,2016,Florida,Hillsborough County,Block Group,418,12566500,30063,349,51,18,290,8031800,27696,254,28,8,128,3285300,25666,124,4,0,5897000,6379200,1995100,8602900,5151700,325,47.3,93,25.2,0,45600,Block Group 2,415637,0,28.0251218,-82.4467142,3227
120570007003,ACS,2016,Florida,Hillsborough County,Block Group,395,13147800,33286,335,28,32,289,10333000,35754,229,28,32,106,2719300,25654,106,0,0,5164300,7983500,3246400,9032800,5059000,291,34.2,104,27.4,0,63100,Block Group 3,385322,0,28.0225148,-82.4427077,3228
120570007004,ACS,2016,Florida,Hillsborough County,Block Group,557,20691800,37149,409,104,44,349,12826300,36752,224,106,19,208,5697800,27393,185,14,9,10408500,9705000,7276800,16920200,5022000,330,46.4,227,14,32525000,143282,Block Group 4,547482,29385,28.0179892,-82.4429882,3044
120570008001,ACS,2016,Florida,Hillsborough County,Block Group,640,26399200,41249,407,218,15,358,18714600,52275,166,177,15,282,5934600,21045,267,15,0,11436200,11991000,6213500,23450500,4349000,320,29,320,20.1,32719000,102247,Block Group 1,1325792,60487,28.0278451,-82.4332182,3045
120570008002,ACS,2016,Florida,Hillsborough County,Block Group,617,24767200,40141,377,227,13,399,16265700,40766,263,123,13,218,7481500,34319,164,54,0,17331100,6560400,3615200,18675100,6092100,297,35.6,320,19.6,27375000,85547,Block Group 2,1267259,371517,28.0228642,-82.4176475,3202
120570009011,ACS,2016,Florida,Hillsborough County,Block Group,382,10608200,27770,313,69,0,141,5086900,36077,99,42,0,241,5521300,22910,214,27,0,5125700,3383600,2497100,8376300,2775200,359,42,23,33.1,2152000,93565,Block Group 1,191804,0,28.0307595,-82.413957,3229
120570009012,ACS,2016,Florida,Hillsborough County,Block Group,383,15219100,39737,257,108,18,198,8625100,43561,134,57,7,185,5983300,32342,137,37,11,7147500,7161500,2015800,12196800,4203700,157,51,226,24.5,29590500,130931,Block Group 2,370980,0,28.0296155,-82.4079798,3225
120570009013,ACS,2016,Florida,Hillsborough County,Block Group,258,8856500,34328,231,27,0,203,6505800,32048,187,16,0,55,1629600,29629,55,0,0,4060300,4750700,2962400,6623800,2152900,123,35.7,135,32.8,0,67300,Block Group 3,313167,0,28.0271383,-82.4123896,3232
120570009021,ACS,2016,Florida,Hillsborough County,Block Group,1242,36784700,29617,1111,101,30,615,20020600,32554,559,26,30,627,16327300,26040,552,75,0,9885000,21761500,4184400,31463300,5076800,1126,37.5,116,42.6,0,123400,Block Group 1,425208,4755,28.0290444,-82.4036956,3233
120570009022,ACS,2016,Florida,Hillsborough County,Block Group,360,13581100,37725,266,72,22,199,8361400,42017,147,30,22,161,4953500,30767,119,42,0,7636000,5945000,0,11735000,1014300,300,35.6,60,32.5,7140000,119000,Block Group 2,211622,0,28.0289596,-82.3989035,3234
120570009023,ACS,2016,Florida,Hillsborough County,Block Group,520,22501200,43272,354,116,50,139,11662800,83905,19,96,24,381,10625500,27888,335,20,26,14342300,8158900,0,17183200,5502500,362,42.6,158,23.6,0,118300,Block Group 3,707658,355928,28.0210546,-82.4104036,3236
120570010011,ACS,2016,Florida,Hillsborough County,Block Group,707,22816800,32273,597,88,22,545,19775600,36286,435,88,22,162,1892900,11685,162,0,0,8406100,13841700,6670700,17221600,5320300,580,40.9,127,18.8,7550800,59455,Block Group 1,2012962,284290,28.0177786,-82.4274642,3235
120570010012,ACS,2016,Florida,Hillsborough County,Block Group,531,12770900,24051,481,43,7,284,7553100,26595,253,24,7,247,4626500,18731,228,19,0,2586200,8888800,3188700,7934800,4836200,412,51,119,45.9,14740000,123866,Block Group 2,816312,803,28.0013263,-82.4318673,3199
120570010021,ACS,2016,Florida,Hillsborough County,Block Group,493,25277500,51273,292,161,40,299,18133800,60648,133,126,40,194,7102400,36610,159,35,0,2566300,22326800,0,13000500,12852200,143,45.1,350,28.7,39288300,112252,Block Group 1,845447,86281,28.0065555,-82.4213526,3200
120570010022,ACS,2016,Florida,Hillsborough County,Block Group,384,15068700,39241,253,97,34,209,8883600,42505,108,86,15,175,5988700,34221,145,11,19,0,15068700,0,11473100,3563600,174,51,210,23.1,17776800,84651,Block Group 2,491191,0,28.000342,-82.4230833,3237
120570010023,ACS,2016,Florida,Hillsborough County,Block Group,400,10044500,25111,354,38,8,192,5891700,30686,156,28,8,208,4132500,19868,198,10,0,1072800,8726200,0,5899400,4047800,127,38.5,273,26.9,27375000,100275,Block Group 3,627895,4092,28.0015624,-82.4110626,3217
120570010024,ACS,2016,Florida,Hillsborough County,Block Group,561,15870600,28290,458,93,10,397,12033400,30311,332,55,10,164,2525000,15396,157,7,0,1285500,14084100,1341200,11759200,4111400,364,39,197,19.9,16544200,83981,Block Group 4,835411,0,27.9979746,-82.4119198,3218
120570011001,ACS,2016,Florida,Hillsborough County,Block Group,257,11106700,43217,183,48,26,141,8060400,57166,82,33,26,116,2993100,25803,101,15,0,9540600,1430800,2220400,8063200,3370900,79,48.3,178,19.2,18426300,103519,Block Group 1,348943,0,28.0145544,-82.4493264,3219
120570011002,ACS,2016,Florida,Hillsborough County,Block Group,381,25698300,67450,152,166,63,172,12802200,74431,49,83,40,209,12293300,58820,103,93,13,24564400,0,2589000,23697300,2448600,89,22.9,292,14.5,41471000,142024,Block Group 2,356874,0,28.0133092,-82.4443821,3220
120570011003,ACS,2016,Florida,Hillsborough County,Block Group,364,20073500,55147,192,121,51,252,12571100,49885,154,62,36,112,6843400,61102,38,59,15,14652200,4580700,3624000,16519400,5681600,157,51,207,16.2,31954500,154370,Block Group 3,925836,45399,28.0152663,-82.437983,3203
120570012001,ACS,2016,Florida,Hillsborough County,Block Group,191,12437200,65116,86,55,50,125,9975900,79807,38,37,50,66,2457300,37232,48,18,0,10668500,0,0,11039300,818200,57,24.2,134,19,17919000,133724,Block Group 1,333613,21070,28.0133858,-82.4627041,3221
120570012002,ACS,2016,Florida,Hillsborough County,Block Group,601,18234800,30341,466,135,0,325,13370300,41139,218,107,0,276,4240700,15365,259,17,0,11129100,5426100,8955900,13699000,4535800,425,31.5,176,13.5,19074200,108376,Block Group 2,425389,7921,28.0175556,-82.4586554,3222
120570012003,ACS,2016,Florida,Hillsborough County,Block Group,325,10154100,31243,258,49,18,117,3951900,33777,98,11,8,208,6202100,29818,160,38,10,8965300,0,811100,7892900,3522800,155,51,170,20.8,16666300,98037,Block Group 3,603889,6712,28.0141427,-82.4543192,3204
120570013001,ACS,2016,Florida,Hillsborough County,Block Group,859,27002700,31435,650,160,49,349,16982300,48660,178,135,36,510,8944400,17538,497,0,13,19903500,4327800,9196800,14817100,12862600,641,30.2,218,18.1,23323800,106990,Block Group 1,1400409,26670,28.0238623,-82.4662248,3238
120570013002,ACS,2016,Florida,Hillsborough County,Block Group,429,42811000,99793,215,148,66,260,34526500,132794,113,97,50,169,6911100,40894,102,67,0,23797500,0,7510300,20621500,21997200,111,41.4,318,23.5,37931200,119281,Block Group 2,775988,17690,28.0203385,-82.4745823,3046
120570013003,ACS,2016,Florida,Hillsborough County,Block Group,440,20437700,46449,295,145,0,347,16999400,48990,238,109,0,93,3438200,36970,57,36,0,13178500,0,11419300,16936100,3161200,68,19.7,372,21.9,43228000,116204,Block Group 3,309217,2900,28.0141436,-82.4833293,3239
120570013004,ACS,2016,Florida,Hillsborough County,Block Group,265,14006300,52854,140,105,20,165,8978100,54413,97,48,20,100,4247900,42479,81,19,0,12886900,0,4422200,10682600,2080000,61,34,204,25.5,21113500,103498,Block Group 4,351625,10540,28.0169795,-82.4807358,3208
120570013005,ACS,2016,Florida,Hillsborough County,Block Group,433,21686200,50084,253,180,0,328,17665200,53857,153,175,0,105,4021000,38295,100,5,0,18170800,0,12023500,20637900,669000,228,43,205,31.2,33550000,163659,Block Group 5,969088,43073,28.0132366,-82.4699433,3205
120570014001,ACS,2016,Florida,Hillsborough County,Block Group,624,34309400,54983,384,164,76,476,25304500,53161,275,150,51,148,8734700,59018,114,9,25,29904300,3519600,9309300,27724600,6589800,126,43.4,498,16.6,75263000,151131,Block Group 1,917091,14017,28.0083356,-82.4747419,3240
120570014002,ACS,2016,Florida,Hillsborough County,Block Group,465,23683400,50932,275,110,80,341,17205700,50457,208,77,56,124,6000000,48387,81,19,24,22987500,0,10743200,20028900,3438000,151,28.9,314,19.3,39136000,124637,Block Group 2,700042,70823,28.0038619,-82.4754365,3241
120570014003,ACS,2016,Florida,Hillsborough County,Block Group,355,13665300,38494,243,69,43,272,8888500,32678,225,17,30,83,3096700,37310,57,13,13,10584600,2536400,9221500,10908100,5222700,159,31.6,196,30,21011000,107199,Block Group 3,356206,0,28.0000743,-82.4799667,3242
120570014004,ACS,2016,Florida,Hillsborough County,Block Group,240,16139300,67247,121,39,80,182,11674400,64145,95,24,63,58,2634300,45419,35,15,8,15072600,0,3081500,11631400,3948300,97,39.4,143,19.7,17746000,124098,Block Group 4,379615,0,27.997085,-82.4764479,3243
120570015001,ACS,2016,Florida,Hillsborough County,Block Group,222,17420200,78469,113,40,69,161,14786200,91840,72,25,64,61,2574700,42208,41,15,5,15465600,0,2560500,14865600,2053100,77,40.2,145,18.4,27337300,188533,Block Group 1,420745,70555,28.0061269,-82.4653743,3244
120570015002,ACS,2016,Florida,Hillsborough County,Block Group,289,19810500,68548,124,64,101,154,11001700,71440,64,39,51,135,8091400,59936,67,25,43,18189400,0,2127800,16455600,3602200,47,51,242,16.9,34412900,142202,Block Group 2,381594,0,28.0035139,-82.463694,3047
120570015003,ACS,2016,Florida,Hillsborough County,Block Group,501,36757500,73368,218,184,99,351,29648000,84467,96,162,93,150,6869300,45795,122,22,6,31490200,0,3709500,30241600,7348100,130,36.6,371,18,72892000,196474,Block Group 3,663309,15147,27.9988673,-82.4675377,3245
120570016001,ACS,2016,Florida,Hillsborough County,Block Group,266,17461000,65643,135,82,49,143,10963300,76666,65,45,33,123,5831600,47411,70,37,16,16118100,1271400,3504900,16650200,1521500,129,34,137,19.2,16768000,122394,Block Group 1,341760,0,28.008585,-82.4547532,3048
120570016002,ACS,2016,Florida,Hillsborough County,Block Group,426,26805900,62925,226,120,80,192,12434500,64763,85,60,47,234,12830400,54831,157,44,33,20670500,3782600,1543600,24520200,2622500,243,34.5,183,14.5,32361000,176836,Block Group 2,585568,0,28.0036676,-82.4556196,3246
120570016003,ACS,2016,Florida,Hillsborough County,Block Group,185,14388400,77775,75,63,47,126,10181100,80802,51,45,30,59,3828500,64890,30,18,11,13013000,0,3536900,12259600,2099100,59,51,126,16,21593100,171374,Block Group 3,377972,0,27.9981998,-82.4555227,3049
120570017001,ACS,2016,Florida,Hillsborough County,Block Group,429,29008300,67618,186,132,111,187,13937300,74531,58,65,64,242,14717200,60815,128,67,47,24306500,2861000,2097100,22330500,6792300,199,29.6,230,12.3,28282200,122966,Block Group 1,640942,6202,28.0061423,-82.448145,3247
120570017002,ACS,2016,Florida,Hillsborough County,Block Group,278,14504100,52173,156,86,36,144,9129800,63401,59,49,36,134,5374300,40107,97,37,0,8265400,3324300,4710300,11772400,2174700,58,38.6,220,22.3,24315000,110523,Block Group 2,389447,0,28.0072834,-82.4425304,3248
120570017003,ACS,2016,Florida,Hillsborough County,Block Group,307,15490600,50458,171,94,42,204,11496000,56353,111,62,31,103,2341600,22734,95,8,0,6740400,5954800,3450400,12758000,3597700,81,51,226,22.3,24166000,106929,Block Group 3,681283,0,28.0035691,-82.4369064,3206
120570017004,ACS,2016,Florida,Hillsborough County,Block Group,474,33968000,71662,192,170,112,252,16637200,66021,104,99,49,222,15982100,71991,100,59,63,31951700,0,3836000,29651100,5712600,218,24.9,256,19.2,142744600,557596,Block Group 4,486759,0,27.998871,-82.4467049,3249
120570017005,ACS,2016,Florida,Hillsborough County,Block Group,280,10365400,37019,190,83,7,187,6621700,35410,130,57,0,93,3723200,40034,60,26,7,6117300,1288500,3991500,7211300,2825800,91,51,189,24.2,18710400,98997,Block Group 5,419310,0,28.0007368,-82.4408766,3230
120570018001,ACS,2016,Florida,Hillsborough County,Block Group,286,14024300,49036,159,110,17,192,10286900,53578,104,78,10,94,3708900,39456,55,32,7,0,10740400,0,10891000,3120100,62,51,224,20,15917000,71058,Block Group 1,492144,2219,27.9933895,-82.4172577,3050
120570018002,ACS,2016,Florida,Hillsborough County,Block Group,535,10314200,19279,520,15,0,269,6004000,22320,254,15,0,266,4310100,16203,266,0,0,1553100,8695500,1508200,6021000,4659300,490,51,45,41.4,3015000,67000,Block Group 2,912483,227,27.992339,-82.4072245,3250
120570018003,ACS,2016,Florida,Hillsborough County,Block Group,282,10487800,37191,234,25,23,188,7319100,38931,152,25,11,94,3168700,33710,82,0,12,0,10487800,0,5287300,4680300,149,39.2,133,12.3,9810000,73759,Block Group 3,330487,0,27.9881719,-82.4191817,3251
120570018004,ACS,2016,Florida,Hillsborough County,Block Group,165,5577300,33802,134,31,0,141,4692500,33280,110,31,0,24,587100,24463,24,0,0,0,5577300,0,3799700,1509300,90,41.4,75,24.5,0,0,Block Group 4,300345,0,27.9875394,-82.4131491,3209
120570018005,ACS,2016,Florida,Hillsborough County,Block Group,238,5583200,23459,198,40,0,97,3682500,37964,57,40,0,141,1900700,13480,141,0,0,0,5161500,0,3712300,1871000,120,51,118,18.8,8630000,73136,Block Group 5,360522,0,27.9837259,-82.4185029,3231
120570019001,ACS,2016,Florida,Hillsborough County,Block Group,257,8474600,32975,196,54,7,161,6331500,39326,111,43,7,96,2143100,22324,85,11,0,0,8400300,0,4356700,4103000,103,51,154,18.8,12237700,79466,Block Group 1,977223,3426,27.9935773,-82.428016,3252
120570019002,ACS,2016,Florida,Hillsborough County,Block Group,462,25293000,54747,350,85,27,292,20281600,69458,209,65,18,170,3775600,22209,141,29,0,0,24491900,1130900,12817400,12475600,219,33.8,243,18.1,49650200,204322,Block Group 2,496618,337,27.9868453,-82.4284395,3051
120570019003,ACS,2016,Florida,Hillsborough County,Block Group,296,12139300,41011,233,42,21,217,10118100,46627,160,36,21,79,1780100,22533,73,6,0,0,11609300,0,9280500,2806700,137,51,159,26.8,13897900,87408,Block Group 3,487497,0,27.9832717,-82.4285594,3254
120570020001,ACS,2016,Florida,Hillsborough County,Block Group,333,12060700,36218,246,73,14,197,8473900,43015,141,42,14,136,3190400,23459,112,24,0,6423200,4257900,2655800,9821600,2238500,203,49.6,130,38.9,13615000,104731,Block Group 1,473885,0,27.9934154,-82.4389248,3255
120570020002,ACS,2016,Florida,Hillsborough County,Block Group,308,13634200,44267,205,63,40,187,10861200,58081,84,63,40,121,2657800,21965,121,0,0,692200,11843100,819900,10178100,3474300,170,38.1,138,16.4,11546000,83667,Block Group 2,368877,0,27.9885405,-82.4392399,3256
120570020003,ACS,2016,Florida,Hillsborough County,Block Group,282,11742600,41640,185,84,13,200,8786100,43931,123,77,0,82,2703400,32968,69,0,13,2884700,8360700,1119700,8279800,3201200,120,45.2,162,22.7,15325000,94599,Block Group 3,453654,10339,27.9837645,-82.4381831,3258
120570021001,ACS,2016,Florida,Hillsborough County,Block Group,304,14470700,47601,166,107,31,124,6561800,52918,52,57,15,180,7908900,43938,114,50,16,11310400,2077500,1575900,12159000,3543600,72,28.1,232,22.3,27976300,120588,Block Group 1,459271,0,27.9934857,-82.4471193,3257
120570021002,ACS,2016,Florida,Hillsborough County,Block Group,257,11392500,44329,186,31,40,107,5666800,52961,58,20,29,150,5511500,36743,128,11,11,7391800,3668400,0,9878500,1372300,79,45.5,178,22.7,21180000,118989,Block Group 2,336218,0,27.9890385,-82.4470652,3253
120570021003,ACS,2016,Florida,Hillsborough County,Block Group,483,24030900,49753,280,171,32,340,17680400,52001,207,101,32,143,4053900,28349,129,14,0,11182700,12386600,6566100,22180400,2386000,98,51,385,24,39237400,101915,Block Group 3,504661,0,27.9843215,-82.446994,3270
120570022001,ACS,2016,Florida,Hillsborough County,Block Group,307,21542900,70172,100,135,72,151,13105800,86793,35,72,44,156,8437100,54084,65,63,28,19209500,0,3269000,19506800,2741300,99,30.9,208,17,39216900,188543,Block Group 1,479451,0,27.9931474,-82.4545889,3259
120570022002,ACS,2016,Florida,Hillsborough County,Block Group,229,10342300,45163,122,93,14,84,3140600,37388,57,19,8,145,6477200,44670,76,69,0,7933100,802000,2179400,9360300,742700,103,41.2,126,18.4,17938700,142371,Block Group 2,506457,0,27.9882053,-82.455937,3260
120570022003,ACS,2016,Florida,Hillsborough County,Block Group,223,13718900,61520,120,73,30,111,6831300,61543,51,52,8,112,6599500,58924,73,17,22,12316000,1327300,2800900,12528600,1039000,71,45.5,152,26.3,22225000,146217,Block Group 3,327067,0,27.9833187,-82.4552539,3261
120570023001,ACS,2016,Florida,Hillsborough County,Block Group,593,38553400,65014,260,221,112,282,18887900,66978,144,71,67,311,18899000,60768,144,122,45,34530000,892700,4697400,34703400,4196700,253,27.7,340,18.6,55112500,162096,Block Group 1,712443,66323,27.9902048,-82.4645278,3271
120570023002,ACS,2016,Florida,Hillsborough County,Block Group,281,19484700,69341,131,65,85,160,11999200,74995,48,65,47,121,7485500,61864,83,0,38,19484700,0,2306900,14060700,5290200,23,0,258,21.7,39099800,151550,Block Group 2,328877,0,27.986962,-82.4635554,3275
120570023003,ACS,2016,Florida,Hillsborough County,Block Group,522,23407300,44842,329,159,34,331,13622000,41154,223,92,16,191,9090000,47592,106,67,18,17187600,4114700,6340500,20944600,2585000,353,33.4,169,19.4,19824000,117302,Block Group 3,449028,0,27.9831495,-82.4653305,3272
120570024001,ACS,2016,Florida,Hillsborough County,Block Group,178,10307600,57908,108,33,37,88,7591300,86265,26,25,37,90,2716300,30181,82,8,0,9723600,0,4835500,7678400,2552000,51,51,127,12.1,18135400,142798,Block Group 1,851662,7679,27.9915782,-82.4812043,3273
120570024002,ACS,2016,Florida,Hillsborough County,Block Group,565,27318900,48352,374,121,70,255,17418900,68309,126,59,70,310,9826800,31699,248,62,0,24997000,1263400,8087200,21864600,5339300,322,51,243,20.1,47988000,197481,Block Group 2,681921,41301,27.9921926,-82.4719463,3262
